paper_id,category,fractional_weight
4109,Safety and Operations in Antarctica,1.0
4110,Human Footprint and wilderness values,1.0
4111,Environmental Impact Assessment EIA Other EIA Matters,0.3333333333333333
4111,Prevention of marine pollution,0.3333333333333333
4111,Tourism and NG_Activities,0.3333333333333333
4112,Climate Change,0.5
4112,Marine living resources,0.5
4114,Marine Protected Areas,1.0
4115,Environmental Protection General,0.5
4115,Safety and Operations in Antarctica,0.5
4116,Climate Change,0.5
4116,Marine Protected Areas,0.5
4117,Exchange of Information,1.0
4118,Environmental Protection General,0.5
4118,Fauna and Flora_General,0.5
4119,Environmental Protection General,1.0
4121,Science issues,1.0
4122,Science issues,1.0
4123,Climate Change,0.5
4123,Science issues,0.5
4124,Biological Prospecting,0.5
4124,Environmental Monitoring and Reporting,0.5
4126,International Polar Year,0.5
4126,Science issues,0.5
4127,Area Protection and Management Plans General,0.5
4127,Fauna and Flora_General,0.5
4128,Climate Change,1.0
4129,Site Guidelines for Visitors,0.5
4129,Tourism and NG_Activities,0.5
4130,Site Guidelines for Visitors,0.5
4130,Tourism and NG_Activities,0.5
4132,Tourism and NG_Activities,1.0
4135,Operation of the Antarctic Treaty system Reports,0.5
4135,Tourism and NG_Activities,0.5
4136,Area Protection and Management Plans General,1.0
4138,Tourism and NG_Activities,1.0
4139,Climate Change,1.0
4140,Science issues,1.0
4141,Environmental Protection General,0.5
4141,Operation of the CEP,0.5
4142,Operation of the Antarctic Treaty system Reports,1.0
4144,Area Protection and Management Plans General,0.5
4144,Fauna and Flora_General,0.5
4146,Operation of the Antarctic Treaty system General,1.0
4147,Historic Sites and Monuments,1.0
4148,Historic Sites and Monuments,1.0
4149,Science issues,1.0
4150,Science issues,1.0
4152,Operational issues,0.5
4152,Safety and Operations in Antarctica,0.5
4154,Tourism and NG_Activities,1.0
4155,Operation of the Antarctic Treaty system General,1.0
4156,Tourism and NG_Activities,1.0
4157,Environmental Impact Assessment EIA Other EIA Matters,0.5
4157,Tourism and NG_Activities,0.5
4158,Educational issues,1.0
4159,Science issues,1.0
4160,Site Guidelines for Visitors,0.5
4160,Tourism and NG_Activities,0.5
4161,Tourism and NG_Activities,1.0
4164,Environmental Impact Assessment EIA Other EIA Matters,1.0
4165,Educational issues,1.0
4168,Operation of the Antarctic Treaty system Reports,1.0
4169,Historic Sites and Monuments,1.0
4170,Tourism and NG_Activities,1.0
4175,Area Protection and Management Plans General,0.5
4175,Management Plans,0.5
4179,Science issues,1.0
4180,Human Footprint and wilderness values,1.0
4181,Site Guidelines for Visitors,0.5
4181,Tourism and NG_Activities,0.5
4182,Safety and Operations in Antarctica,1.0
4183,Safety and Operations in Antarctica,1.0
4186,Area Protection and Management Plans General,1.0
4187,CEP Strategy Discussions,0.5
4187,Operation of the CEP,0.5
4192,Operation of the Antarctic Treaty system General,1.0
4199,Area Protection and Management Plans General,1.0
4217,Science issues,1.0
4325,Operation of the Antarctic Treaty system General,1.0
4331,Management Plans,1.0
4332,Management Plans,1.0
4333,Safety and Operations in Antarctica,1.0
4334,Nonnative Species and Quarantine,1.0
4337,Cooperation with Other Organisations,0.5
4337,Operation of the Antarctic Treaty system Reports,0.5
4338,Nonnative Species and Quarantine,1.0
4339,Environmental Monitoring and Reporting,0.5
4339,Science issues,0.5
4341,Environmental Monitoring and Reporting,1.0
4344,Cooperation with Other Organisations,0.5
4344,Operation of the Antarctic Treaty system Reports,0.5
4345,Climate Change,1.0
4346,Management Plans,1.0
4347,Management Plans,1.0
4348,Management Plans,1.0
4350,Management Plans,1.0
4351,Management Plans,1.0
4352,Safety and Operations in Antarctica,1.0
4353,Operation of the Antarctic Treaty system Reports,1.0
4354,Management Plans,1.0
4355,Management Plans,0.5
4355,Site Guidelines for Visitors,0.5
4356,Management Plans,0.5
4356,Site Guidelines for Visitors,0.5
4358,Environmental Monitoring and Reporting,1.0
4359,Management Plans,1.0
4360,Environmental Monitoring and Reporting,1.0
4361,Emergency report and contingency planning,0.5
4361,Environmental Protection General,0.5
4362,CEP Strategy Discussions,0.3333333333333333
4362,Emergency report and contingency planning,0.3333333333333333
4362,Environmental Protection General,0.3333333333333333
4363,Environmental Impact Assessment EIA Other EIA Matters,1.0
4364,Operational issues,1.0
4367,Operation of the Antarctic Treaty system The Secretariat,1.0
4369,Environmental Protection General,1.0
4380,Operation of the Antarctic Treaty system Reports,1.0
4381,Operation of the Antarctic Treaty system General,1.0
4383,Exchange of Information,1.0
4384,Operation of the Antarctic Treaty system General,1.0
4385,Operation of the Antarctic Treaty system General,1.0
4386,Operation of the Antarctic Treaty system General,1.0
4387,Operation of the Antarctic Treaty system General,1.0
4388,Climate Change,1.0
4389,Climate Change,0.5
4389,Fauna and Flora_General,0.5
4390,Environmental Impact Assessment EIA Other EIA Matters,0.5
4390,Environmental Protection General,0.5
4391,Management Plans,1.0
4393,Historic Sites and Monuments,1.0
4394,Tourism and NG_Activities,1.0
4395,Management Plans,1.0
4396,Climate Change,1.0
4397,Management Plans,1.0
4398,Management Plans,1.0
4399,Management Plans,1.0
4403,Tourism and NG_Activities,1.0
4404,Management Plans,1.0
4405,Management Plans,1.0
4406,Historic Sites and Monuments,1.0
4407,Operation of the Antarctic Treaty system General,1.0
4408,Safety and Operations in Antarctica,1.0
4409,Operation of the Antarctic Treaty system General,1.0
4410,Tourism and NG_Activities,1.0
4411,Safety and Operations in Antarctica,1.0
4412,Human Footprint and wilderness values,0.5
4412,Management Plans,0.5
4414,Safety and Operations in Antarctica,1.0
4415,Management Plans,1.0
4416,Environmental Impact Assessment EIA Other EIA Matters,0.5
4416,Environmental Protection General,0.5
4417,Management Plans,1.0
4419,Cooperation with Other Organisations,0.5
4419,Science issues,0.5
4421,Environmental Monitoring and Reporting,1.0
4423,CEP Strategy Discussions,1.0
4424,Fauna and Flora_General,1.0
4425,Management Plans,1.0
4426,Management Plans,1.0
4427,Management Plans,1.0
4429,Fauna and Flora_General,0.5
4429,Science issues,0.5
4431,Management Plans,1.0
4432,Emergency report and contingency planning,0.5
4432,Environmental Protection General,0.5
4433,Operation of the Antarctic Treaty system General,1.0
4438,Biological Prospecting,1.0
4440,Tourism and NG_Activities,1.0
4446,Nonnative Species and Quarantine,1.0
4447,Environmental Impact Assessment EIA Other EIA Matters,1.0
4448,Management Plans,1.0
4452,Emergency report and contingency planning,0.5
4452,Environmental Protection General,0.5
4458,Environmental Protection General,0.5
4458,Management Plans,0.5
4459,Operation of the Antarctic Treaty system Reports,1.0
4460,Cooperation with Other Organisations,1.0
4461,Fauna and Flora_General,1.0
4462,Environmental Impact Assessment EIA Other EIA Matters,1.0
4464,Historic Sites and Monuments,1.0
4465,Safety and Operations in Antarctica,1.0
4466,Operation of the Antarctic Treaty system Reports,1.0
4468,CEP Strategy Discussions,0.3333333333333333
4468,Climate Change,0.3333333333333333
4468,Operation of the Antarctic Treaty system General,0.3333333333333333
4469,Safety and Operations in Antarctica,1.0
4472,Environmental Impact Assessment EIA Other EIA Matters,1.0
4473,Management Plans,0.5
4473,Marine Protected Areas,0.5
4476,Fauna and Flora_General,0.5
4476,Science issues,0.5
4480,Environmental Impact Assessment EIA Other EIA Matters,1.0
4482,Tourism and NG_Activities,1.0
4485,Environmental Impact Assessment EIA Other EIA Matters,1.0
4486,CEP Strategy Discussions,0.3333333333333333
4486,Climate Change,0.3333333333333333
4486,Educational issues,0.3333333333333333
4487,CEP Strategy Discussions,0.5
4487,Climate Change,0.5
4488,Environmental Monitoring and Reporting,1.0
4489,Inspections,1.0
4498,Science issues,1.0
4499,Management Plans,1.0
4500,Management Plans,0.5
4500,Marine Protected Areas,0.5
4501,Management Plans,0.5
4501,Marine Protected Areas,0.5
4502,Human Footprint and wilderness values,1.0
4503,Environmental Monitoring and Reporting,0.5
4503,Safety and Operations in Antarctica,0.5
4504,Management Plans,0.5
4504,Marine Protected Areas,0.5
4505,Tourism and NG_Activities,1.0
4506,Safety and Operations in Antarctica,1.0
4507,Emergency report and contingency planning,0.5
4507,Environmental Protection General,0.5
4509,Inspections,1.0
4510,Human Footprint and wilderness values,1.0
4511,Management Plans,1.0
4512,Operational issues,1.0
4513,Biological Prospecting,1.0
4514,Safety and Operations in Antarctica,1.0
4515,Safety and Operations in Antarctica,1.0
4516,Management Plans,1.0
4517,Tourism and NG_Activities,1.0
4521,Management Plans,0.5
4521,Marine Protected Areas,0.5
4526,Operational issues,1.0
4530,Operation of the Antarctic Treaty system Reports,1.0
4531,Site Guidelines for Visitors,0.5
4531,Tourism and NG_Activities,0.5
4533,Management Plans,0.5
4533,Tourism and NG_Activities,0.5
4534,Environmental Monitoring and Reporting,0.5
4534,Science issues,0.5
4535,Operation of the Antarctic Treaty system Reports,1.0
4536,CEP Strategy Discussions,0.5
4536,Climate Change,0.5
4539,Liability,1.0
4540,Tourism and NG_Activities,1.0
4541,Safety and Operations in Antarctica,1.0
4542,Environmental Impact Assessment EIA Other EIA Matters,1.0
4543,Tourism and NG_Activities,1.0
4544,Environmental Monitoring and Reporting,1.0
4547,Safety and Operations in Antarctica,1.0
4549,Operation of the Antarctic Treaty system Reports,1.0
4553,Management Plans,1.0
4555,Safety and Operations in Antarctica,1.0
4556,Exchange of Information,1.0
4558,Tourism and NG_Activities,1.0
4562,Management Plans,0.5
4562,Marine Protected Areas,0.5
4564,Tourism and NG_Activities,1.0
4565,Management Plans,1.0
4568,Science issues,1.0
4569,Biological Prospecting,1.0
4571,Operation of the Antarctic Treaty system General,1.0
4572,Management Plans,1.0
4577,Safety and Operations in Antarctica,0.5
4577,Tourism and NG_Activities,0.5
4585,Operation of the Antarctic Treaty system Reports,1.0
4586,Tourism and NG_Activities,1.0
4588,Tourism and NG_Activities,1.0
4589,Tourism and NG_Activities,1.0
4594,Nonnative Species and Quarantine,1.0
4597,Historic Sites and Monuments,1.0
4637,Operation of the Antarctic Treaty system Reports,1.0
4638,Operation of the Antarctic Treaty system General,1.0
4639,Operation of the Antarctic Treaty system General,1.0
4641,Opening statements,1.0
4642,Opening statements,1.0
4643,Opening statements,1.0
4644,Opening statements,1.0
4645,Opening statements,1.0
4646,Opening statements,1.0
4647,Opening statements,1.0
4648,Opening statements,1.0
4649,Opening statements,1.0
4650,Opening statements,1.0
4651,Opening statements,1.0
4652,Opening statements,1.0
4653,Opening statements,1.0
4654,Opening statements,1.0
4655,Operation of the Antarctic Treaty system Reports,1.0
4656,Operation of the Antarctic Treaty system General,0.5
4656,Operational issues,0.5
4657,Operational issues,1.0
4690,Operation of the Antarctic Treaty system The Secretariat,1.0
4691,Operation of the Antarctic Treaty system The Secretariat,1.0
4692,Liability,1.0
4693,Comprehensive Environmental Evaluations,0.5
4693,Operation of the CEP,0.5
4695,Operation of the Antarctic Treaty system Reports,1.0
4696,Operation of the Antarctic Treaty system Reports,1.0
4697,Environmental Impact Assessment EIA Other EIA Matters,1.0
4698,Environmental Impact Assessment EIA Other EIA Matters,1.0
4700,Opening statements,1.0
4701,Opening statements,1.0
4702,Climate Change,0.5
4702,Science issues,0.5
4703,Cooperation with Other Organisations,0.5
4703,Science issues,0.5
4704,Exchange of Information,0.5
4704,Operation of the CEP,0.5
4705,Tourism and NG_Activities,1.0
4706,Operational issues,1.0
4711,Operation of the Antarctic Treaty system Reports,1.0
4712,Operational issues,0.5
4712,Science issues,0.5
4713,Exchange of Information,0.5
4713,Science issues,0.5
4714,Tourism and NG_Activities,1.0
4715,Operation of the Antarctic Treaty system Reports,0.5
4715,Tourism and NG_Activities,0.5
4716,Drilling,0.5
4716,Operation of the Antarctic Treaty system Reports,0.5
4717,Operation of the Antarctic Treaty system Reports,1.0
4718,Operational issues,1.0
4719,Environmental Protection General,0.5
4719,Institutional and legal matters,0.5
4720,Environmental Impact Assessment EIA Other EIA Matters,0.5
4720,Operation of the CEP,0.5
4721,Environmental Impact Assessment EIA Other EIA Matters,0.5
4721,Operation of the CEP,0.5
4722,Institutional and legal matters,1.0
4723,Science issues,1.0
4726,Environmental Impact Assessment EIA Other EIA Matters,1.0
4727,Comprehensive Environmental Evaluations,0.5
4727,Exchange of Information,0.5
4728,Comprehensive Environmental Evaluations,0.5
4728,Exchange of Information,0.5
4729,Operation of the Antarctic Treaty system General,1.0
4730,Area Protection and Management Plans General,1.0
4731,Tourism and NG_Activities,1.0
4732,Inspections,1.0
4733,Cooperation with Other Organisations,0.3333333333333333
4733,Operational issues,0.3333333333333333
4733,Science issues,0.3333333333333333
4734,Operation of the Antarctic Treaty system Reports,1.0
4735,Area Protection and Management Plans General,1.0
4736,Operation of the Antarctic Treaty system The Secretariat,1.0
4737,Cooperation with Other Organisations,0.5
4737,Science issues,0.5
4738,Operation of the Antarctic Treaty system General,1.0
4739,Operation of the Antarctic Treaty system General,1.0
4740,Area Protection and Management Plans General,1.0
4741,Area Protection and Management Plans General,1.0
4742,Area Protection and Management Plans General,1.0
4743,Area Protection and Management Plans General,1.0
4744,Cooperation with Other Organisations,0.3333333333333333
4744,Operational issues,0.3333333333333333
4744,Science issues,0.3333333333333333
4745,Area Protection and Management Plans General,0.5
4745,Management Plans,0.5
4746,Area Protection and Management Plans General,1.0
4747,Area Protection and Management Plans General,0.5
4747,Management Plans,0.5
4748,Area Protection and Management Plans General,0.5
4748,Science issues,0.5
4749,Area Protection and Management Plans General,0.5
4749,Environmental Monitoring and Reporting,0.5
4750,Area Protection and Management Plans General,0.5
4750,Management Plans,0.5
4751,Operation of the Antarctic Treaty system General,1.0
4752,Operation of the Antarctic Treaty system General,1.0
